	VC10.Ctrl_S1.bam	VC11.Ctrl_S3.bam	VC35B.Ctrl_S5.bam	VC35C.Ctrl_S7.bam	VC10.VC_S2.bam	VC11.VC_S4.bam	VC35B.VC_S6.bam	VC35C.VC_S8.bam
Setx	11.57256602682	11.7665559823115	12.0290699014056	11.9308038351368	11.7236529658444	11.9726665205382	12.0158029584178	11.9793140817001
Ntng2	6.35359708413874	6.3741516471862	6.13179381389296	6.13179381389296	6.30043516619232	6.29468371145954	6.13179381389296	6.13179381389296
6530402F18Rik	6.13179381389296	6.13179381389296	6.13179381389296	6.2795009803371	6.13179381389296	6.45705735740555	6.13179381389296	6.13179381389296
Med27	7.72571006989599	7.7744327282392	7.91203316905777	7.738748936066	7.6523024475352	7.78720073291419	7.69097530785218	7.83637359262667
Gm13402	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Rapgef1	10.4931814882393	10.5722396940742	10.516490919211	10.4796930449548	10.3357515885886	10.5156607781483	10.5245052787765	10.4148282397393
Gm13420	6.40331295343811	6.30326731179385	6.13179381389296	6.13179381389296	6.30043516619232	6.4136289099937	6.13179381389296	6.13179381389296
Gm13547	6.13179381389296	6.42844658045411	6.31490184372467	6.2795009803371	6.37015331092779	6.45705735740555	6.34461296625808	6.38428838801323
Trub2	8.80502814247348	9.01831860949055	9.2460509083146	8.98858892872334	8.91899796692841	9.03007774654448	9.10371212263296	9.06582178063407
Coq4	7.74462599666189	7.87223105639093	7.88962000696708	7.9095629371121	7.70583513121764	7.71342919380363	8.01584157139536	7.79048394996589
Slc27a4	8.72007488934986	8.77295168679235	8.71950878980479	8.75979055878241	8.76138935420752	8.66692397290317	8.59777698472252	8.66503036581578
Urm1	8.79952551267337	8.68275585895998	8.8630137042047	8.96712366970987	8.65590762982443	8.72147044518092	8.84958055172358	8.73048687693719
2600006K01Rik	6.13179381389296	6.13179381389296	6.13179381389296	6.34059226006517	6.30043516619232	6.13179381389296	6.13179381389296	6.13179381389296
Cercam	7.97683527031591	7.96268202793753	7.47787848469816	7.46956933150314	7.76411303963147	7.80653992627879	7.50795323594263	7.42576475486706
Odf2	10.6898601115128	10.7018313934233	10.4928489528356	10.5266040662045	10.5636775706332	10.7003681490488	10.4803131393015	10.5043853074968
Gle1	8.69352418798197	8.71465623113754	8.77031041464539	8.68219955603006	8.77117793892707	8.83316269405724	8.92574108523214	8.72294721388638
Spna2	11.8679368777091	11.8878464860498	11.2987875824387	11.3968025671871	11.7584358522452	11.8405145402595	11.3575446431151	11.3571945433485
Wdr34	7.36007831629387	7.4572761790759	7.58104605341538	7.44077958909221	7.4925477486062	7.40411730088178	7.56341328130463	7.52888322383581
Set	12.2783891368644	12.348772580305	12.4236397764752	12.5565321483699	12.168509144302	12.3264791399587	12.4487873746164	12.4784918726289
Pkn3	7.3511220233484	7.25422649369117	7.53069429204705	7.28316766687235	7.27101132495088	7.46657572693592	7.52208749783011	7.29892157495123
Zdhhc12	8.2533671987108	8.08702688165895	8.43230765358179	8.40552176913483	8.18094534949568	8.25208449380189	8.16318865550103	8.39999817171787
Zer1	7.56188703437265	7.49531458925955	7.69331481349888	7.52489649843245	7.77823837428667	7.83184435941573	7.53603851306502	7.7345849489295
Tbc1d13	10.1859130335421	10.285489893486	10.2577999738746	10.3031063819939	10.5636775706332	10.7470162799404	10.4663171089175	10.536186521911
Endog	7.10608530528032	7.24227234722159	7.23428240963351	7.42608045588183	7.32584664202678	7.15384506083795	7.43431070489517	7.43654473062236
D2Wsu81e	8.42044869993005	8.47793223494939	8.77414122646818	8.52729933871561	8.50642625629789	8.58945657428067	8.76376152087351	8.57112950449691
Ccbl1	6.86038921625554	6.83231136066442	6.85705643289929	6.95644414724953	7.04089090387086	6.96693471082531	6.91900984316634	7.24839221369051
Lrrc8a	8.80777121183551	8.94916885378738	8.99623617734275	8.96495876756508	9.00394874711104	8.94451098343929	9.13593640309683	8.9165353162024
Phyhd1	7.74462599666189	7.7744327282392	7.48865311284558	7.64600324355967	7.87913003754521	7.85047637178333	7.38748350291534	7.50904604791623
Dolk	7.7064798245562	7.49531458925955	7.54095266918861	7.44805177695955	7.39781318820427	7.50066051257748	7.50795323594263	7.63197422458734
Nup188	10.974953536383	11.068291607815	10.9687472416207	10.8540731314358	11.1741736812601	11.2013400209593	11.1614240394833	11.0469762175785
Gm14471	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Sh3glb2	8.03227802543749	8.10937545798328	8.18355901643696	8.14199922371458	7.96624116854245	8.19261504257132	8.21137153444582	8.26339872204708
Fam73b	7.98710176050782	8.16888143206197	8.07800134619903	8.01578962773309	8.07541351726967	8.02257767908241	8.0340987372925	8.08033137387882
Dolpp1	8.0174007481304	8.18464069039613	8.17758565505816	8.27501020202534	8.10262977244435	8.11044527202858	8.31727399023571	8.11671455520652
Crat	7.38647621805728	7.27768918127484	7.2880693309374	7.34121408131617	7.29332114605357	7.34736254581502	7.44945842362814	7.28653805289563
Gm16323	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Ppp2r4	9.4045113278978	9.52662404103002	9.67894184704919	9.67668971792834	9.38400785925672	9.40505626851042	9.60553619006012	9.5456847090953
Ier5l	8.16325880715199	8.15826654068925	8.05183158169277	8.05928023775417	7.98412896968128	7.91057805077435	8.05209307111183	7.99110322760137
Gm14487	6.28870956276683	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Cstad	6.28870956276683	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
9330198N18Rik	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Gm14486	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Gm14488	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
1700001O22Rik	6.71522445254223	6.58388509172938	6.44852269160215	6.61957044796179	6.63544448872062	6.79783231403592	6.43249391100309	6.48842227529525
4930527E20Rik	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Mettl11a	8.2533671987108	8.34177796229241	8.23037323667385	8.23838447540623	8.34260170713843	8.28736954920471	8.14671669360575	8.19777037560409
Asb6	8.55237634061042	8.51498455102309	8.52277797850075	8.55096533459157	8.3822448207551	8.46230548037762	8.62111538989586	8.56689506524983
Prrx2	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.30043516619232	6.13179381389296	6.13179381389296	6.13179381389296
Ptges	7.22649711918271	7.26603051973795	7.01555555270995	7.07269945466753	7.28223132104726	6.92035888725219	6.99703949636683	7.04536210833365
Tor1b	8.60426504530294	8.80611870958889	8.7274483625454	8.50927194336706	8.7147597433667	8.80386119361838	8.74276379671113	8.61275874227533
Tor1a	8.0174007481304	7.87891995395434	8.07800134619903	8.1379888868772	8.07541351726967	8.10042020287632	8.17134577321962	8.28455708132295
BC005624	7.69347884520233	7.64351646326497	7.6101852427739	7.64600324355967	7.66010589957312	7.69949717403858	7.43431070489517	7.61393120760175
Usp20	7.46180184600605	7.69144364887405	7.6101852427739	7.5902891129252	7.58784173891156	7.50901357284895	7.54981197349546	7.56749860610362
Fnbp1	9.49449828640186	9.44399685260936	9.41039229621462	9.28320072236219	9.39027689302172	9.57190248300321	9.32210878202061	9.3742536741357
D330023K18Rik	6.44516362046025	6.47413892913521	6.31490184372467	6.54830722777354	6.60690531826723	6.56139989303944	6.13179381389296	6.56802190855784
Gpr107	9.53580554409004	9.64127676187553	9.47436581248552	9.43670900358841	9.67113985056233	9.64199660979269	9.52630397266129	9.25836511230518
Gm13405	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Ncs1	7.61218753708525	7.42781273168246	7.57115955832983	7.53829299658668	7.72803391885374	7.61966912282566	7.76116515886406	7.52888322383581
Hmcn2	7.2567363718667	7.32295696785981	7.11618371622452	6.90446036303014	7.20071857987468	7.17746224707162	6.94594023169007	6.83974363445737
Ass1	9.62265493607495	9.51482936220728	9.14146851955946	9.09713338385593	9.54047086052726	9.53375614691227	8.97577028690863	9.04502423834074
Fubp3	10.0887628140027	10.0388684113888	9.86127831620731	10.0321169582583	10.1502608364307	10.0076315081131	9.93296847470956	10.0252655882791
Gm13425	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Prdm12	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Exosc2	8.94088529186972	8.91628483656327	9.13558670711221	9.20333291512359	8.7482280866855	8.90104278917216	9.06654813421155	9.08340457867138
Gm13427	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Abl1	9.9275668452571	9.91178951014138	9.54662127792787	9.4778831069309	10.0865182380616	10.0088908977839	9.70473733600322	9.6132452741231
Qrfp	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Fibcd1	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Gm13441	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Lamc3	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Aif1l	6.57410305987636	6.3741516471862	6.49727760799682	6.49281632715779	6.57646865074838	6.29468371145954	6.43249391100309	6.13179381389296
Gm13442	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Nup214	10.3697180791847	10.3961160589151	10.12624308113	10.0177901954341	10.3623537919942	10.4643740831935	10.2344609426835	10.1138065666133
Gm13609	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Fam78a	7.15179111607376	6.99377654083395	6.76151356797185	6.8628069626598	6.75821875053479	6.79783231403592	6.69184775243849	6.88177138545374
Gm16534	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Ppapdc3	6.625832153588	6.514324390167	6.44852269160215	6.46150336323522	6.60690531826723	6.64446875623001	6.49974364501511	6.44083884963237
Prrc2b	11.6610904590012	11.7362481692737	11.2566906543058	11.1671201370803	11.7604325263719	11.9011990553743	11.481575488331	11.3853592361687
Gm13610	6.28870956276683	6.13179381389296	6.13179381389296	6.2795009803371	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Pomt1	7.86914643382897	7.87891995395434	7.85907491707006	7.74430482520056	7.83310726330429	8.21581310034706	7.94000082305517	7.88056493225228
Uck1	7.60514024487415	7.5320397209918	7.56118317966904	7.64600324355967	7.5711246278958	7.4223509341919	7.60323438161395	7.60479913081007
Swi5	9.34800436388289	9.1699739018282	9.40310200541361	9.65297719220088	9.02575102948057	9.13422178896804	9.17906647512177	9.47914438107063
Golga2	8.58503990693667	8.57842993415507	8.27555204105733	8.24948110208819	8.6734828263813	8.63713578211555	8.36717043395143	8.29500881398819
Dnm1	6.35359708413874	6.42844658045411	6.13179381389296	6.3874074108349	6.13179381389296	6.29468371145954	6.13179381389296	6.31044822022519
Ciz1	7.66702506019303	7.68359465449465	7.38742520841789	7.44077958909221	7.67555354461332	7.76091102890433	7.49362972345535	7.35858167055492
1110008P14Rik	7.39512418504763	7.32295696785981	7.2880693309374	7.47664495512949	7.25965716686906	7.28715748730206	7.47911061959169	7.34693533242304
Lcn2	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Ptges2	7.8747635632462	7.92473576734944	8.41744406401548	8.26413049962952	8.0075841745161	8.1351669089714	8.33889062824931	8.433216979401
Slc25a25	7.81737261334633	7.81733436918307	7.68437346118938	7.72191989179402	7.5369045935391	7.67827661001484	7.72660217301373	7.64973170596702
Naif1	7.16285238753996	7.26603051973795	7.17718369623605	7.18410461454866	7.32584664202678	7.39487702597273	7.26885043417215	7.24839221369051
Gm13412	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Fam102a	9.69724864984781	9.63766087169194	9.24877203304842	9.12637943679135	9.54608473862744	9.70256603832404	9.35655786418466	9.38133699361594
Dpm2	7.81737261334633	7.98734447852537	7.85907491707006	7.92395099996809	7.73533981792219	7.98452331577049	7.95940251010001	7.94396533762643
9430097D07Rik	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Pip5kl1	6.28870956276683	6.30326731179385	6.31490184372467	6.34059226006517	6.30043516619232	6.13179381389296	6.13179381389296	6.13179381389296
St6galnac4	7.09426721654301	7.19284957365027	6.900066775598	7.03957771598576	6.84053736087891	6.87054793188428	6.89102844036632	7.07747049313684
St6galnac6	7.66031442058084	7.61876814144984	7.82773292558576	8.02460966707743	7.66785597817637	7.45787959697358	7.7497577727505	7.86601425133371
Ak1	10.0653750308942	10.0792784479876	9.82010709679626	9.82423511805402	9.77658056903022	9.96023624093233	9.59407369684007	9.53093033226358
Eng	9.12909626727167	9.07882034717924	8.43230765358179	8.26413049962952	8.84399037526409	8.90379994115516	8.2034653849158	8.19777037560409
Fpgs	8.83490495731987	9.07612650830208	8.8914072862589	9.00131058893118	8.76138935420752	8.81271741507868	9.02405847077954	8.92635143457244
Cdk9	9.1928298135257	9.42098210437148	9.25960413507965	9.15691525186488	9.31314410204171	9.4089007227404	9.29748313408572	9.28383385569023
Sh2d3c	6.67246431947532	6.61482040245891	6.64730233974534	6.70042326729198	6.50803496413872	6.61841304164408	6.6059663477055	6.48842227529525
6330409D20Rik	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Ttc16	6.28870956276683	6.13179381389296	6.13179381389296	6.13179381389296	6.30043516619232	6.13179381389296	6.13179381389296	6.13179381389296
Tor2a	7.74462599666189	7.79607827578342	7.77911540867635	7.93817143880984	7.72803391885374	7.72719486715501	7.92028693200011	7.82127315294356
Ptrh1	7.00642512828983	6.85221408560869	6.85705643289929	6.84833664820639	6.97992305213337	6.98183469916419	6.76571820498071	6.77110923245776
1700019L03Rik	6.28870956276683	6.13179381389296	6.13179381389296	6.34059226006517	6.13179381389296	6.4136289099937	6.13179381389296	6.13179381389296
Stxbp1	7.51685156627638	7.51383435889047	7.52033753213324	7.53161551270509	7.4462580362772	7.52552684271896	7.32146117915045	7.42576475486706
Gm13524	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Gm13523	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Fam129b	9.65595949889638	9.89828616729756	9.91834876194591	9.87854511305772	9.36927088914474	9.73648848572914	9.80244758756337	9.73025129367373
Lrsam1	7.46984358766441	7.56755730492139	7.45599316207915	7.47664495512949	7.46501917850324	7.45787959697358	7.43431070489517	7.44721373819769
Rpl12	10.0631275504944	10.0429611841556	10.1893295537235	10.2108790294796	10.0423888416712	10.0510631218027	10.2103801935336	10.2024891175482
Slc2a8	7.37775368475444	7.48593257282393	7.43363999393045	7.53829299658668	7.37777346808588	7.38555193003705	7.61619598444044	7.53866653571828
Garnl3	7.81147881115281	7.87223105639093	7.73700744828637	7.62773865309952	7.7711969660928	7.78068325146252	7.54981197349546	7.62298909528567
Ralgps1	7.3511220233484	7.42781273168246	7.2480199648615	7.19356427853375	7.38784291583209	7.30764235369591	7.25064896289008	7.16704794842347
Gm13528	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Angptl2	6.40331295343811	6.58388509172938	6.44852269160215	6.34059226006517	6.13179381389296	6.45705735740555	6.13179381389296	6.13179381389296
Zbtb34	9.2276990494267	9.19248415492655	8.85942305742514	8.8018807972298	9.35437833217338	9.3279166413001	8.98467572509857	8.95857813832477
Gm13536	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Zbtb43	8.95080282116349	8.94916885378738	8.79690402164024	8.75222677535126	9.09176275714504	9.09156842297005	8.77414084466411	8.93609842012039
Gm13530	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Lmx1b	6.57410305987636	6.30326731179385	6.57882565661087	6.57338302398531	6.30043516619232	6.36203288726458	6.34461296625808	6.48842227529525
C130021I20Rik	6.13179381389296	6.13179381389296	6.13179381389296	6.2795009803371	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
9430024E24Rik	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Fam125b	7.28603427629257	7.65164633103214	7.23428240963351	7.21219234985726	7.32584664202678	7.52552684271896	7.11194977471423	7.2612790879752
Nron	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Gm13403	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Gm13404	6.13179381389296	6.3741516471862	6.13179381389296	6.2795009803371	6.37015331092779	6.4136289099937	6.13179381389296	6.13179381389296
C230014O12Rik	6.44516362046025	6.30326731179385	6.13179381389296	6.2795009803371	6.54371368022122	6.4136289099937	6.49974364501511	6.38428838801323
Pbx3	7.27636827827937	7.23016305613681	7.32651270305522	7.39603676355906	7.38784291583209	7.30764235369591	7.13314288552922	7.2612790879752
C79798	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Mapkap1	8.54242072508211	8.67556426079635	8.77031041464539	8.66344131577517	8.63451265170852	8.74021290058434	8.69430486920475	8.5795586865877
Gapvd1	9.54230435799886	9.50293564287526	9.57495408846734	9.38630405359418	9.58840160730621	9.49816344838023	9.4677672239518	9.46145265502011
Hspa5	11.737839353366	11.6626544224932	11.7658558174073	11.9550729684967	11.3944170544315	11.5543612574522	11.5943447352831	11.712021881441
Rabepk	7.65356380419323	7.61876814144984	7.69331481349888	7.82463048789641	7.51051128452033	7.56573910280179	7.78365187294361	7.92319630800006
Fbxw2	8.87983941153746	8.78963541807847	9.01564158237932	8.83083322282401	8.86236757684294	8.83316269405724	9.04121020974873	9.05694652958485
Psmd5	9.14422909433718	9.15731010790087	9.3203196759533	9.35386179661115	9.27519808520673	9.11068641656788	9.47090920879475	9.46145265502011
D730039F16Rik	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Phf19	6.64969568090483	6.6712122838984	6.67821478271245	6.89085248739651	6.60690531826723	6.59082208985271	6.94594023169007	6.6935540756753
Gm13448	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Traf1	6.40331295343811	6.30326731179385	6.13179381389296	6.3874074108349	6.46850385611377	6.52974013788659	6.13179381389296	6.38428838801323
Hc	6.28870956276683	6.13179381389296	6.39057445479477	6.13179381389296	6.30043516619232	6.45705735740555	6.34461296625808	6.13179381389296
Gm13449	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
AI182371	6.13179381389296	6.13179381389296	6.13179381389296	6.2795009803371	6.13179381389296	6.13179381389296	6.13179381389296	6.31044822022519
Cep110	8.60744281029242	8.62412809382008	8.28109054468126	8.28221314887246	8.49849789659513	8.59637167341464	8.25781883714402	8.25805491970794
Rab14	9.69870131554489	9.61024421430089	9.59424275517645	9.4703481486363	9.64525392078259	9.65818784722194	9.66697754734034	9.47694497563904
Gm13605	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Gsn	7.04524307995786	6.76858472937674	6.61432507482807	6.59706991894713	7.04089090387086	6.85311000837294	6.65076230603963	6.48842227529525
Stom	6.84397338561152	6.83231136066442	6.85705643289929	7.03957771598576	6.68798166839369	6.61841304164408	6.76571820498071	6.72060690547179
4930568D16Rik	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
4930402F06Rik	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Ggta1	8.60744281029242	8.65741709059843	8.32990752036711	8.41204539176752	8.45813495260977	8.58598569907732	8.09598278546798	8.20894253441309
Gm13447	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Gm13446	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Dab2ip	10.2316236204102	10.3462853198596	10.0724752564491	9.99184400464344	10.3238884708302	10.3015875596811	10.1782665655874	10.0709463464139
Ttll11	6.13179381389296	6.13179381389296	6.13179381389296	6.2795009803371	6.13179381389296	6.13179381389296	6.34461296625808	6.44083884963237
9030204H09Rik	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Ndufa8	8.31409840448914	8.24082782381174	8.45671675119565	8.47557779610757	8.15019359143209	8.23407585831628	8.36015724156564	8.433216979401
Morn5	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Lhx6	6.44516362046025	6.514324390167	6.39057445479477	6.42682283625826	6.42355807306468	6.13179381389296	6.13179381389296	6.44083884963237
Rbm18	8.15433823152811	8.28505196559693	8.35103351748631	8.18916685566768	8.27374667521225	8.26542880530566	8.28043340257127	8.25805491970794
Mrrf	7.5014117702148	7.47646675594556	7.77081416701565	7.71625538651873	7.47427535215771	7.4223509341919	7.60323438161395	7.70978135081508
Gm13429	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Gm13431	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Ptgs1	6.71522445254223	6.76858472937674	6.54014617057472	6.54830722777354	6.73576492128562	6.77827702030193	6.49974364501511	6.44083884963237
Olfr338	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Olfr339	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Olfr340	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Olfr341	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Olfr342	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Olfr344	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Olfr345	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Olfr346	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Olfr347	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Olfr348	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Olfr50	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Olfr3	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Olfr350	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Olfr351	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Olfr352	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Olfr353	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Olfr354	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Olfr355	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Olfr356	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Olfr357	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Olfr358	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Olfr360	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Olfr361	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Gm13434	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Olfr362	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Olfr364-ps1	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Olfr365	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Olfr366	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Olfr368	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296	6.13179381389296
Pdcl	8.6137760283042	8.51498455102309	8.6667430063507	8.72412942072963	8.64168186535083	8.65376539782252	8.67776145298158	8.62500156659207
Rc3h2	9.8369572027344	9.73389235587011	9.70477677945863	9.53242918675631	9.78765322377998	9.70879421892214	9.48651532290618	9.44803711474234
