all_data1,all_data2,all_data3,all_data4,all_data5,all_data6,all_data7,all_data8
2iTTWT-Ctrl1,MuLV GAG,1,0.0960486470305941,0.0136495764986983,0.00131102335524057,26.97,0.0953939201416951
2iTTWT-Ctrl1,MuLV,1,0.069779905920085,0.0101081771709852,0.000705347652014895,27.4033333333333,0.00577350269189716
2iTTWT-Ctrl1,Dnmt3a,1,0.101283347971577,0.00529923565409246,0.000536724328736836,28.335,0.106066017177981
2iTTWT-Ctrl1,Dnmt3b,1,0.115642784541744,0.0476405319767425,0.00550928377484048,25.1666666666667,0.133166562369588
2iTTWT-Ctrl1,mTET1,1,0.0776036242943563,0.0212214444348019,0.00164686100090192,26.3333333333333,0.0493288286231629
2iTTWT-Ctrl1,mTET2,1,0.0852730927069432,0.0306422631905689,0.00261296054979993,25.8033333333333,0.0709459888459761
2iTTWT-Ctrl1,HSPC,1,0.138168898389597,4.52630352875399,0.625394372344885,18.5966666666667,0.172143351115672
2iTTWT-Ctrl1,ATP5b,1,0.0724817058391317,0.220930831007544,0.0160134435038837,22.9533333333333,0.0288675134594796
2iTTWT-Ctrl1,ETnERV3,1,0.252469023847362,0.00367637589650417,0.000928171033886376,28.57,0.345976877840123
2iTTWT-Ctrl1,RLTR13A3,1,0.125153011988094,0.0313766107486223,0.00392687734116809,25.4766666666667,0.140118997046559
2iTTWT-Ctrl1,RLTR13B2,1,0.0881353043959651,0.0340193644726447,0.00299830704315383,25.36,0.0565685424949226
2iTTWT-Ctrl1,RLTR10D2,1,0.0840426526268424,0.00142564780359856,0.000119815223126055,29.9366666666667,0.0416333199893218
2iTTWT-VC1,L1 TF,2.44810708660932,0.286640400149165,0.550952557938307,0.0645091313752015,21.4566666666667,0.140118997046559
2iTTWT-VC1,L1 GF,3.02094517112566,0.434888881000466,0.0145114282818524,0.00208903454042556,26.7033333333333,0.185022521151706
2iTTWT-VC1,L1 A,2.05860447328699,0.209716314091609,0.129109464393674,0.0131527747745297,23.55,0.112694276695847
2iTTWT-VC1,ORF1a,2.81213658324471,0.19231277340584,0.09967208604915,0.00681624619994127,23.9233333333333,0.0288675134594817
2iTTWT-VC1,ORF1b,2.43119677573794,0.16251865828452,2.03731161991459,0.136188544785924,19.57,0.0199999999999996
2iTTWT-VC1,ORF2,1.42240601819728,0.188708459429332,1.18372448858984,0.157042941166451,20.3533333333333,0.16653327995729
2iTTWT-VC1,ORF2b,1.18235778602715,0.0807189972861593,1.13026938927316,0.0771629474965659,20.42,0.0282842712474638
2iTTWT-VC1,IAP LTR1,1.06560050162849,0.0736177486878534,0.0500668673493515,0.00345890420704557,24.9166666666667,0.0321455025366442
2iTTWT-VC1,IAP LTR2,1.22264027769208,0.102168527005636,0.000618045211899554,5.16462364890016e-05,31.2566666666667,0.0750555349946507
2iTTWT-VC1,IAP LTR3,0.8695454445398,0.0767157512390659,0.000312613275671554,2.7580343777364e-05,32.24,0.0854400374531762
2iTTWT-VC1,IAP GAG,0.900209898418109,0.0733026530687911,0.0133841252964134,0.00108984792875111,26.82,0.0700000000000003
2iTTWT-VC1,MuSD GAG,1.32715174233857,0.163356250301039,0.0223022539714199,0.00274513641945186,26.0833333333333,0.150443787951957
2iTTWT-VC1,Etn/EtnII,1.05457862951602,0.0719955757385181,0.251157918600514,0.0171464302848906,22.59,0.0282842712474613
2iTTWT-VC1,MuLV GAG,1.80875875512218,0.300462820030998,0.0246887909957306,0.00410119024702773,25.9366666666667,0.220302821891443
2iTTWT-VC1,MuLV,1.62638257868347,0.111792806616395,0.0164397632531363,0.0011300214957202,26.5233333333333,0.0305505046330402
2iTTWT-VC1,Dnmt3a,1.14869835499704,0.0769247285694331,0.00608722327859767,0.000407642264316525,27.9566666666667,0.0208166599946612
2iTTWT-VC1,Dnmt3b,1.26429517892195,0.0991495357291224,0.0602316948994724,0.00472353662738243,24.65,0.0624499799839829
2iTTWT-VC1,mTET1,1.08548014207727,0.12116643165428,0.0230354565201735,0.00257132669671453,26.0366666666667,0.130511813003012
2iTTWT-VC1,mTET2,0.839925534532097,0.0641311035397589,0.0257372192896118,0.00196512215336691,25.8766666666667,0.0568624070307748
2iTTWT-VC1,HSPC,1.00115591285383,0.0994407143951419,4.5315355411832,0.450098856468549,18.4166666666667,0.107857931249089
2iTTWT-VC1,ATP5b,0.998845421738031,0.08601285507625,0.220675749072664,0.0190028915493273,22.7766666666667,0.0808290376865475
2iTTWT-VC1,ETnERV3,2.6929112178876,0.30771381236352,0.00990015389286764,0.00113127164279465,26.12,0.0624499799839844
2iTTWT-VC1,RLTR13A3,0.809909903766292,0.0947344816444319,0.0254122277919291,0.00297244695502985,24.76,0.0721110255092802
2iTTWT-VC1,RLTR13B2,1.61981980753258,0.268786860558614,0.0551052404124601,0.00914395817480143,23.6433333333333,0.184481254693623
2iTTWT-VC1,RLTR10D2,1.94418656422897,0.309393103434359,0.00277172530507887,0.000441085598359737,27.9566666666667,0.17156145643277
2iTTKO-Ctrl1,L1 TF,0.911722488558219,0.0653393647635258,0.205185402202625,0.0147047857291193,22.43,0.0984885780179602
2iTTKO-Ctrl1,L1 GF,0.979420297586926,0.0334188879785112,0.00470474854759686,0.000160531147931666,27.8766666666667,0.0378593889720024
2iTTKO-Ctrl1,L1 A,1.15135548019998,0.0376293932595701,0.072209543554517,0.00236000206559578,23.9366666666667,0.0351188458428427
2iTTKO-Ctrl1,ORF1a,1.01395947979003,0.03927788858449,0.0359383171934607,0.00139214756287018,24.9433333333333,0.0461880215351691
2iTTKO-Ctrl1,ORF1b,0.948246031174499,0.0427138705999816,0.794617974624171,0.035793674034656,20.4766666666667,0.0568624070307728
2iTTKO-Ctrl1,ORF2,0.793700525984098,0.111428699519022,0.66051657346384,0.0927308227502811,20.7433333333333,0.200083315979453
2iTTKO-Ctrl1,ORF2b,0.646176415318746,0.0527868918760957,0.617709318563464,0.0504613821192808,20.84,0.113578166916004
2iTTKO-Ctrl1,IAP LTR1,0.730353422305036,0.0385206834705779,0.0343154004308453,0.00180988085739488,25.01,0.0692820323027557
2iTTKO-Ctrl1,IAP LTR2,0.787307976569204,0.0446354439791264,0.000397984537305969,2.25632370662482e-05,31.44,0.0754983443527068
2iTTKO-Ctrl1,IAP LTR3,0.927659116941311,0.062473743166214,0.000333505922059178,2.24601504352538e-05,31.695,0.091923881554253
