all_data1,all_data2,all_data3,all_data4,all_data5,all_data6,all_data7,all_data8
2i-Jmjd-WT-Ctrl1,L1 TF,1,0.0953675245141855,0.179037454307229,0.017074358812602,23.155,0.134350288425445
2i-Jmjd-WT-Ctrl1,L1 GF,1,0.0596803780288998,0.0122591265296367,0.000731629305592836,27.0233333333333,0.0808290376865479
2i-Jmjd-WT-Ctrl1,L1 A,1,0.0624344827111997,0.0305362490135702,0.00190651491110264,25.7066666666667,0.0850490054811537
2i-Jmjd-WT-Ctrl1,ORF1a,1,0.0526973206049351,0.981685855246754,0.0517322142472681,20.7,0.0700000000000003
2i-Jmjd-WT-Ctrl1,ORF1b,1,0.0533016697749245,1.43064593243526,0.0762558170555031,20.1566666666667,0.0709459888459764
2i-Jmjd-WT-Ctrl1,ORF2,1,0.035434066304406,0.517632461920688,0.0183418229770106,21.6233333333333,0.0416333199893238
2i-Jmjd-WT-Ctrl1,ORF2b,1,0.0380493660976412,0.479632059662631,0.0182496958302691,21.7333333333333,0.0461880215351711
2i-Jmjd-WT-Ctrl1,HSPC,1,0.0216986896408961,2.2089080014887,0.0479304091695954,19.53,0.00999999999999979
2i-Jmjd-WT-Ctrl1,ATP5b,1,0.0398984982750945,0.452712380654172,0.0180625441386444,21.8166666666667,0.049328828623162
2i-Jmjd-WT-Ctrl1,Dazl,1,0.0399987214150617,0.00204786074913853,8.19118116016317e-05,29.605,0.0494974746830585
2i-Jmjd-WT-Ctrl1,Asz1,1,0.0205618051430344,4.86680107661863e-05,1.00070215407342e-06,35,0
2i-Jmjd-WT-Ctrl1,Wfdc15a,1,0.221514458873363,0.000278185208710947,6.16220459741788e-05,32.485,0.318198051533948
2i-Jmjd-WT-Ctrl1,KDM4A-GT,1,0.103074763285054,0.0273939287911261,0.00282362272559295,25.8633333333333,0.145716619962629
2i-Jmjd-WT-Ctrl1,KDM4B-GT,1,0.0639550298020606,0.00717237515597827,0.000458709466852149,27.7966666666667,0.0873689494805419
2i-Jmjd-WT-Ctrl1,KDM4C,1,0.0638297010530244,0.00402535945441132,0.00025693749060604,28.63,0.0871779788708136
2i-Jmjd-WT-Ctrl1,Nanog,1,0.0863331740086614,0.0706418368295722,0.00609873399129892,24.4966666666667,0.120968315410827
2i-Jmjd-WT-VC1,L1 TF,1.25628750478435,0.0896563889733444,0.22492251673457,0.0160518516441662,23.9433333333333,0.0923760430703402
2i-Jmjd-WT-VC1,L1 GF,1.84996759504874,0.118920254052422,0.0226789868234303,0.00145785844136518,27.2533333333333,0.0808290376865478
2i-Jmjd-WT-VC1,L1 A,0.982253063032648,0.0971663788167757,0.029994324127107,0.00296709673929596,26.85,0.135277492584687
2i-Jmjd-WT-VC1,ORF1a,1.20650453080052,0.107424975120423,1.18440843217799,0.105457578575954,21.5466666666667,0.120138808606268
2i-Jmjd-WT-VC1,ORF1b,1.13878863475669,0.128498200550822,1.62920332821816,0.183835427943283,21.0866666666667,0.156311654502577
2i-Jmjd-WT-VC1,ORF2,1.16540655731265,0.132161674467348,0.60325226540026,0.0684111729260939,22.52,0.157162336455017
2i-Jmjd-WT-VC1,ORF2b,1.48538131277039,0.0551319143383951,0.712436498428446,0.0264430336272682,22.28,0.0282842712474613
2i-Jmjd-WT-VC1,HSPC,0.940065595599677,0.0621613447779041,2.07651841604437,0.13730869186321,20.7366666666667,0.0838649708360605
2i-Jmjd-WT-VC1,ATP5b,1.06375555565576,0.0339283456184053,0.481575310035022,0.0153597821165658,22.845,0.00707106781186658
2i-Jmjd-WT-VC1,Dazl,1.88665853386007,0.126117681756708,0.00386361395851928,0.000258271450241907,29.8066666666667,0.0850490054811547
2i-Jmjd-WT-VC1,Asz1,2.16970665041961,0.0683805385841093,0.000105595306622087,3.32794478800905e-06,35,0
2i-Jmjd-WT-VC1,Wfdc15a,1.44142922358169,0.155161330069282,0.000400984289404131,4.31635869891912e-05,33.075,0.148492424049176
2i-Jmjd-WT-VC1,KDM4A-GT,1.03586308905088,0.0988851422723518,0.0283763596988157,0.00270885254590918,26.93,0.129999999999999
2i-Jmjd-WT-VC1,KDM4B-GT,1.05518795398198,0.137419000416526,0.00756820386602791,0.000985620624546856,28.8366666666667,0.182300118851671
2i-Jmjd-WT-VC1,KDM4C,0.715736272321308,0.0236230999720821,0.00288109577065369,9.50914688151243e-05,30.23,0.0141421356237306
2i-Jmjd-WT-VC1,Nanog,0.788673460089303,0.0838036332539289,0.0557133418794427,0.00592004258604936,25.9566666666667,0.146401275039985
2i-Jmjd-KO-Ctrl1,L1 TF,0.259414914789936,0.0270871746106899,0.0464449859533168,0.00484961878667331,24.9166666666667,0.106926766215635
2i-Jmjd-KO-Ctrl1,L1 GF,0.14079486928157,0.0122253539661572,0.00172602211724643,0.000149872161140718,29.6666666666667,0.0665832811847941
2i-Jmjd-KO-Ctrl1,L1 A,3.10587550000415,0.249140278002793,0.0948417876732736,0.00760780956840341,23.8866666666667,0.0461880215351711
2i-Jmjd-KO-Ctrl1,ORF1a,0.296958520579689,0.0399622569166689,0.291519979248083,0.0392303823588307,22.2666666666667,0.162583311976762
2i-Jmjd-KO-Ctrl1,ORF1b,0.265171935342054,0.0199599783224983,0.379367150693094,0.0285556617985782,21.8866666666667,0.0230940107675845
2i-Jmjd-KO-Ctrl1,ORF2,0.714497069870547,0.107016443343946,0.369846877312209,0.0553951850341224,21.9233333333333,0.188237438713274
2i-Jmjd-KO-Ctrl1,ORF2b,0.645430354076223,0.0665968584562665,0.30956909009436,0.0319419883884398,22.18,0.104403065089106
2i-Jmjd-KO-Ctrl1,HSPC,0.998845421738031,0.0789175931613105,2.20635764432749,0.174321702992249,19.3466666666667,0.0416333199893218
2i-Jmjd-KO-Ctrl1,ATP5b,1.00115591285382,0.139411779876394,0.453235676714054,0.0631134387590775,21.63,0.170587221092321
2i-Jmjd-KO-Ctrl1,Dazl,0.158585561728116,0.0274351767940073,0.000324761147243094,5.61834217021238e-05,32.0766666666667,0.225905584998099
2i-Jmjd-KO-Ctrl1,Asz1,0.879649075922434,0.0646982201932285,4.28107706974589e-05,3.14873367691714e-06,35,0
2i-Jmjd-KO-Ctrl1,Wfdc15a,1.72907446261573,0.128298003585408,0.000481002940259525,3.56906069046046e-05,31.51,0.0141421356237306
2i-Jmjd-KO-Ctrl1,KDM4A-GT,0.0026742190018578,0.000278102113684311,7.32573649087689e-05,7.61830949892965e-06,34.225,0.106066017177981
2i-Jmjd-KO-Ctrl1,KDM4B-GT,0.00596884152968149,0.000439008502545022,4.28107706974589e-05,3.14873367691714e-06,35,0
